Connection to (10.0.2.2, 5020) failed: [Errno 111] Connection refused
Connection to GATEWAY (10.0.2.2:5020) failed (connect() returned False). Retrying in 1.0s...


[2026-05-05 12:56:13] Bus 1: V=1.013 pu, I=169.241 A, Breaker=CLOSE
[2026-05-05 12:56:33] Bus 4: V=0.960 pu, I=379.724 A, Breaker=CLOSE
[2026-05-05 12:56:33] Bus 5: V=1.013 pu, I=425.069 A, Breaker=CLOSE


[2026-05-05 12:56:37] Bus 1: V=0.987 pu, I=316.448 A, Breaker=CLOSE
[2026-05-05 12:56:37] Bus 2: V=0.976 pu, I=887.690 A, Breaker=CLOSE
[2026-05-05 12:56:37] Bus 3: V=1.014 pu, I=608.172 A, Breaker=CLOSE
[2026-05-05 12:56:37] Bus 4: V=0.967 pu, I=732.793 A, Breaker=CLOSE
[2026-05-05 12:56:37] Bus 5: V=0.966 pu, I=457.379 A, Breaker=CLOSE


[2026-05-05 12:56:41] Bus 1: V=1.048 pu, I=610.828 A, Breaker=CLOSE
[2026-05-05 12:56:41] Bus 2: V=1.005 pu, I=670.931 A, Breaker=CLOSE
[2026-05-05 12:56:41] Bus 3: V=1.034 pu, I=719.759 A, Breaker=CLOSE
[2026-05-05 12:56:41] Bus 4: V=0.972 pu, I=181.966 A, Breaker=CLOSE
[2026-05-05 12:56:41] Bus 5: V=0.981 pu, I=363.483 A, Breaker=CLOSE


[2026-05-05 12:56:45] Bus 1: V=1.048 pu, I=610.828 A, Breaker=CLOSE
[2026-05-05 12:56:45] Bus 2: V=1.005 pu, I=670.931 A, Breaker=CLOSE
[2026-05-05 12:56:45] Bus 3: V=1.034 pu, I=719.759 A, Breaker=CLOSE
[2026-05-05 12:56:45] Bus 4: V=0.972 pu, I=181.966 A, Breaker=CLOSE
[2026-05-05 12:56:45] Bus 5: V=0.981 pu, I=363.483 A, Breaker=CLOSE


[2026-05-05 12:56:49] Bus 1: V=0.971 pu, I=897.724 A, Breaker=CLOSE
[2026-05-05 12:56:49] Bus 2: V=1.037 pu, I=378.310 A, Breaker=CLOSE
[2026-05-05 12:56:49] Bus 3: V=1.015 pu, I=447.379 A, Breaker=CLOSE
[2026-05-05 12:56:49] Bus 4: V=1.041 pu, I=482.552 A, Breaker=CLOSE
[2026-05-05 12:56:49] Bus 5: V=0.976 pu, I=348.862 A, Breaker=CLOSE


[2026-05-05 12:56:53] Bus 1: V=1.006 pu, I=350.793 A, Breaker=CLOSE
[2026-05-05 12:56:53] Bus 2: V=1.008 pu, I=830.345 A, Breaker=CLOSE
[2026-05-05 12:56:53] Bus 3: V=0.989 pu, I=323.069 A, Breaker=CLOSE
[2026-05-05 12:56:53] Bus 4: V=1.049 pu, I=515.552 A, Breaker=CLOSE
[2026-05-05 12:56:53] Bus 5: V=0.959 pu, I=196.517 A, Breaker=CLOSE


[2026-05-05 12:56:57] Bus 1: V=0.960 pu, I=656.793 A, Breaker=CLOSE
[2026-05-05 12:56:57] Bus 2: V=1.029 pu, I=461.069 A, Breaker=CLOSE
[2026-05-05 12:56:57] Bus 3: V=0.956 pu, I=463.862 A, Breaker=CLOSE
[2026-05-05 12:56:57] Bus 4: V=1.049 pu, I=529.862 A, Breaker=CLOSE
[2026-05-05 12:56:57] Bus 5: V=1.047 pu, I=772.724 A, Breaker=CLOSE


[2026-05-05 12:57:04] Bus 1: V=0.951 pu, I=738.345 A, Breaker=CLOSE
[2026-05-05 12:57:04] Bus 2: V=1.018 pu, I=552.103 A, Breaker=CLOSE
[2026-05-05 12:57:04] Bus 3: V=0.976 pu, I=656.759 A, Breaker=CLOSE
[2026-05-05 12:57:04] Bus 4: V=0.961 pu, I=503.724 A, Breaker=CLOSE
[2026-05-05 12:57:04] Bus 5: V=0.995 pu, I=884.172 A, Breaker=CLOSE


[2026-05-05 12:57:09] Bus 1: V=1.037 pu, I=340.655 A, Breaker=CLOSE
[2026-05-05 12:57:09] Bus 2: V=1.000 pu, I=288.793 A, Breaker=CLOSE
[2026-05-05 12:57:09] Bus 3: V=1.041 pu, I=784.207 A, Breaker=CLOSE
[2026-05-05 12:57:09] Bus 4: V=0.979 pu, I=653.069 A, Breaker=CLOSE
[2026-05-05 12:57:09] Bus 5: V=1.010 pu, I=266.207 A, Breaker=CLOSE


[2026-05-05 12:57:13] Bus 1: V=1.026 pu, I=549.552 A, Breaker=CLOSE
[2026-05-05 12:57:13] Bus 2: V=1.027 pu, I=541.966 A, Breaker=CLOSE
[2026-05-05 12:57:13] Bus 3: V=0.950 pu, I=420.828 A, Breaker=CLOSE
[2026-05-05 12:57:13] Bus 4: V=0.951 pu, I=904.690 A, Breaker=CLOSE
[2026-05-05 12:57:13] Bus 5: V=1.037 pu, I=758.207 A, Breaker=CLOSE


[2026-05-05 12:57:17] Bus 1: V=0.980 pu, I=200.586 A, Breaker=CLOSE
[2026-05-05 12:57:17] Bus 2: V=1.037 pu, I=842.966 A, Breaker=CLOSE
[2026-05-05 12:57:17] Bus 3: V=0.958 pu, I=545.862 A, Breaker=CLOSE
[2026-05-05 12:57:17] Bus 4: V=0.956 pu, I=765.690 A, Breaker=CLOSE
[2026-05-05 12:57:17] Bus 5: V=1.026 pu, I=244.000 A, Breaker=CLOSE


[2026-05-05 12:57:21] Bus 1: V=0.997 pu, I=573.345 A, Breaker=CLOSE
[2026-05-05 12:57:21] Bus 2: V=0.976 pu, I=837.690 A, Breaker=CLOSE
[2026-05-05 12:57:21] Bus 3: V=0.992 pu, I=316.517 A, Breaker=CLOSE
[2026-05-05 12:57:21] Bus 4: V=1.003 pu, I=706.552 A, Breaker=CLOSE
[2026-05-05 12:57:21] Bus 5: V=0.970 pu, I=402.345 A, Breaker=CLOSE


[2026-05-05 12:57:25] Bus 1: V=0.997 pu, I=573.345 A, Breaker=CLOSE
[2026-05-05 12:57:25] Bus 2: V=0.976 pu, I=837.690 A, Breaker=CLOSE
[2026-05-05 12:57:25] Bus 3: V=0.992 pu, I=316.517 A, Breaker=CLOSE
[2026-05-05 12:57:25] Bus 4: V=1.003 pu, I=706.552 A, Breaker=CLOSE
[2026-05-05 12:57:25] Bus 5: V=0.970 pu, I=402.345 A, Breaker=CLOSE


[2026-05-05 12:57:29] Bus 1: V=1.049 pu, I=617.655 A, Breaker=CLOSE
[2026-05-05 12:57:29] Bus 2: V=0.993 pu, I=550.759 A, Breaker=CLOSE
[2026-05-05 12:57:29] Bus 3: V=0.962 pu, I=336.690 A, Breaker=CLOSE
[2026-05-05 12:57:29] Bus 4: V=0.983 pu, I=611.172 A, Breaker=CLOSE
[2026-05-05 12:57:29] Bus 5: V=0.973 pu, I=329.414 A, Breaker=CLOSE


[2026-05-05 12:57:34] Bus 1: V=0.957 pu, I=662.345 A, Breaker=CLOSE
[2026-05-05 12:57:34] Bus 2: V=0.972 pu, I=866.655 A, Breaker=CLOSE
[2026-05-05 12:57:34] Bus 3: V=1.035 pu, I=199.414 A, Breaker=CLOSE
[2026-05-05 12:57:34] Bus 4: V=0.973 pu, I=680.655 A, Breaker=CLOSE
[2026-05-05 12:57:34] Bus 5: V=0.971 pu, I=260.931 A, Breaker=CLOSE


[2026-05-05 12:57:38] Bus 1: V=1.043 pu, I=563.586 A, Breaker=CLOSE
[2026-05-05 12:57:38] Bus 2: V=0.997 pu, I=753.069 A, Breaker=CLOSE
[2026-05-05 12:57:38] Bus 3: V=1.030 pu, I=288.897 A, Breaker=CLOSE
[2026-05-05 12:57:38] Bus 4: V=0.959 pu, I=501.552 A, Breaker=CLOSE
[2026-05-05 12:57:38] Bus 5: V=0.992 pu, I=512.690 A, Breaker=CLOSE


[2026-05-05 12:57:42] Bus 1: V=1.022 pu, I=651.241 A, Breaker=CLOSE
[2026-05-05 12:57:42] Bus 2: V=1.048 pu, I=217.103 A, Breaker=CLOSE
[2026-05-05 12:57:42] Bus 3: V=0.990 pu, I=415.379 A, Breaker=CLOSE
[2026-05-05 12:57:42] Bus 4: V=1.036 pu, I=330.276 A, Breaker=CLOSE
[2026-05-05 12:57:42] Bus 5: V=0.969 pu, I=510.552 A, Breaker=CLOSE


[2026-05-05 12:57:46] Bus 1: V=1.022 pu, I=651.241 A, Breaker=CLOSE
[2026-05-05 12:57:46] Bus 2: V=1.048 pu, I=217.103 A, Breaker=CLOSE
[2026-05-05 12:57:46] Bus 3: V=0.990 pu, I=415.379 A, Breaker=CLOSE
[2026-05-05 12:57:46] Bus 4: V=1.036 pu, I=330.276 A, Breaker=CLOSE
[2026-05-05 12:57:46] Bus 5: V=0.969 pu, I=510.552 A, Breaker=CLOSE


[2026-05-05 12:57:50] Bus 1: V=0.992 pu, I=367.897 A, Breaker=CLOSE
[2026-05-05 12:57:50] Bus 2: V=0.974 pu, I=878.759 A, Breaker=CLOSE
[2026-05-05 12:57:50] Bus 3: V=0.994 pu, I=814.172 A, Breaker=CLOSE
[2026-05-05 12:57:50] Bus 4: V=0.990 pu, I=199.241 A, Breaker=CLOSE
[2026-05-05 12:57:50] Bus 5: V=0.987 pu, I=915.172 A, Breaker=CLOSE


[2026-05-05 12:57:57] Bus 1: V=0.976 pu, I=768.655 A, Breaker=CLOSE
[2026-05-05 12:57:57] Bus 2: V=0.995 pu, I=477.345 A, Breaker=CLOSE
[2026-05-05 12:57:57] Bus 3: V=1.045 pu, I=871.931 A, Breaker=CLOSE
[2026-05-05 12:57:57] Bus 4: V=1.005 pu, I=696.621 A, Breaker=CLOSE
[2026-05-05 12:57:57] Bus 5: V=0.965 pu, I=392.414 A, Breaker=CLOSE


[2026-05-05 12:58:01] Bus 1: V=0.976 pu, I=768.655 A, Breaker=CLOSE
[2026-05-05 12:58:01] Bus 2: V=0.995 pu, I=477.345 A, Breaker=CLOSE
[2026-05-05 12:58:01] Bus 3: V=1.045 pu, I=871.931 A, Breaker=CLOSE
[2026-05-05 12:58:01] Bus 4: V=1.005 pu, I=696.621 A, Breaker=CLOSE
[2026-05-05 12:58:01] Bus 5: V=0.965 pu, I=392.414 A, Breaker=CLOSE


[2026-05-05 12:58:05] Bus 1: V=1.046 pu, I=567.724 A, Breaker=CLOSE
[2026-05-05 12:58:05] Bus 2: V=1.004 pu, I=720.034 A, Breaker=CLOSE
[2026-05-05 12:58:05] Bus 3: V=0.955 pu, I=625.862 A, Breaker=CLOSE
[2026-05-05 12:58:05] Bus 4: V=1.000 pu, I=802.759 A, Breaker=CLOSE
[2026-05-05 12:58:05] Bus 5: V=0.965 pu, I=916.793 A, Breaker=CLOSE


[2026-05-05 12:58:09] Bus 1: V=0.958 pu, I=307.172 A, Breaker=CLOSE
[2026-05-05 12:58:09] Bus 2: V=1.009 pu, I=661.276 A, Breaker=CLOSE
[2026-05-05 12:58:09] Bus 3: V=0.973 pu, I=250.621 A, Breaker=CLOSE
[2026-05-05 12:58:09] Bus 4: V=1.039 pu, I=327.552 A, Breaker=CLOSE
[2026-05-05 12:58:09] Bus 5: V=1.009 pu, I=619.138 A, Breaker=CLOSE


[2026-05-05 12:58:14] Bus 1: V=0.991 pu, I=602.621 A, Breaker=CLOSE
[2026-05-05 12:58:14] Bus 2: V=1.002 pu, I=863.552 A, Breaker=CLOSE
[2026-05-05 12:58:14] Bus 3: V=0.970 pu, I=720.138 A, Breaker=CLOSE
[2026-05-05 12:58:14] Bus 4: V=0.973 pu, I=466.621 A, Breaker=CLOSE
[2026-05-05 12:58:14] Bus 5: V=1.017 pu, I=374.931 A, Breaker=CLOSE


[2026-05-05 12:58:18] Bus 1: V=0.981 pu, I=739.655 A, Breaker=CLOSE
[2026-05-05 12:58:18] Bus 2: V=0.957 pu, I=524.517 A, Breaker=CLOSE
[2026-05-05 12:58:18] Bus 3: V=1.049 pu, I=869.034 A, Breaker=CLOSE
[2026-05-05 12:58:18] Bus 4: V=0.957 pu, I=329.172 A, Breaker=CLOSE
[2026-05-05 12:58:18] Bus 5: V=0.976 pu, I=885.207 A, Breaker=CLOSE


[2026-05-05 12:58:22] Bus 1: V=1.038 pu, I=793.034 A, Breaker=CLOSE
[2026-05-05 12:58:22] Bus 2: V=0.986 pu, I=276.483 A, Breaker=CLOSE
[2026-05-05 12:58:22] Bus 3: V=1.033 pu, I=666.931 A, Breaker=CLOSE
[2026-05-05 12:58:22] Bus 4: V=1.011 pu, I=895.586 A, Breaker=CLOSE
[2026-05-05 12:58:22] Bus 5: V=1.015 pu, I=156.103 A, Breaker=CLOSE


[2026-05-05 12:58:26] Bus 1: V=1.038 pu, I=793.034 A, Breaker=CLOSE
[2026-05-05 12:58:26] Bus 2: V=0.986 pu, I=276.483 A, Breaker=CLOSE
[2026-05-05 12:58:26] Bus 3: V=1.033 pu, I=666.931 A, Breaker=CLOSE
[2026-05-05 12:58:26] Bus 4: V=1.011 pu, I=895.586 A, Breaker=CLOSE
[2026-05-05 12:58:26] Bus 5: V=1.015 pu, I=156.103 A, Breaker=CLOSE


[2026-05-05 12:58:30] Bus 1: V=1.031 pu, I=369.172 A, Breaker=CLOSE
[2026-05-05 12:58:30] Bus 2: V=1.016 pu, I=854.759 A, Breaker=CLOSE
[2026-05-05 12:58:30] Bus 3: V=0.963 pu, I=249.724 A, Breaker=CLOSE
[2026-05-05 12:58:30] Bus 4: V=0.960 pu, I=598.034 A, Breaker=CLOSE
[2026-05-05 12:58:30] Bus 5: V=0.977 pu, I=628.172 A, Breaker=CLOSE


[2026-05-05 12:58:34] Bus 1: V=1.021 pu, I=301.276 A, Breaker=CLOSE
[2026-05-05 12:58:34] Bus 2: V=1.013 pu, I=349.207 A, Breaker=CLOSE
[2026-05-05 12:58:34] Bus 3: V=0.998 pu, I=844.069 A, Breaker=CLOSE
[2026-05-05 12:58:34] Bus 4: V=1.034 pu, I=215.483 A, Breaker=CLOSE
[2026-05-05 12:58:34] Bus 5: V=0.992 pu, I=366.379 A, Breaker=CLOSE


[2026-05-05 12:58:38] Bus 1: V=0.950 pu, I=779.414 A, Breaker=CLOSE
[2026-05-05 12:58:38] Bus 2: V=1.013 pu, I=347.586 A, Breaker=CLOSE
[2026-05-05 12:58:38] Bus 3: V=1.024 pu, I=559.828 A, Breaker=CLOSE
[2026-05-05 12:58:38] Bus 4: V=0.992 pu, I=161.069 A, Breaker=CLOSE
[2026-05-05 12:58:38] Bus 5: V=0.957 pu, I=862.793 A, Breaker=CLOSE


[2026-05-05 12:58:42] Bus 1: V=1.040 pu, I=546.621 A, Breaker=CLOSE
[2026-05-05 12:58:42] Bus 2: V=1.033 pu, I=577.552 A, Breaker=CLOSE
[2026-05-05 12:58:42] Bus 3: V=0.964 pu, I=258.862 A, Breaker=CLOSE
[2026-05-05 12:58:42] Bus 4: V=0.980 pu, I=854.655 A, Breaker=CLOSE
[2026-05-05 12:58:42] Bus 5: V=1.029 pu, I=785.793 A, Breaker=CLOSE


[2026-05-05 12:58:46] Bus 1: V=1.039 pu, I=300.793 A, Breaker=CLOSE
[2026-05-05 12:58:46] Bus 2: V=0.974 pu, I=236.897 A, Breaker=CLOSE
[2026-05-05 12:58:46] Bus 3: V=1.028 pu, I=804.414 A, Breaker=CLOSE
[2026-05-05 12:58:46] Bus 4: V=0.990 pu, I=631.897 A, Breaker=CLOSE
[2026-05-05 12:58:46] Bus 5: V=0.965 pu, I=892.655 A, Breaker=CLOSE


[2026-05-05 12:58:51] Bus 1: V=1.039 pu, I=300.793 A, Breaker=CLOSE
[2026-05-05 12:58:51] Bus 2: V=0.974 pu, I=236.897 A, Breaker=CLOSE
[2026-05-05 12:58:51] Bus 3: V=1.028 pu, I=804.414 A, Breaker=CLOSE
[2026-05-05 12:58:51] Bus 4: V=0.990 pu, I=631.897 A, Breaker=CLOSE
[2026-05-05 12:58:51] Bus 5: V=0.965 pu, I=892.655 A, Breaker=CLOSE


[2026-05-05 12:58:55] Bus 1: V=1.036 pu, I=865.621 A, Breaker=CLOSE
[2026-05-05 12:58:55] Bus 2: V=1.031 pu, I=800.000 A, Breaker=CLOSE
[2026-05-05 12:58:55] Bus 3: V=0.952 pu, I=750.000 A, Breaker=CLOSE
[2026-05-05 12:58:55] Bus 4: V=0.983 pu, I=877.276 A, Breaker=CLOSE
[2026-05-05 12:58:55] Bus 5: V=1.030 pu, I=787.828 A, Breaker=CLOSE


[2026-05-05 12:58:59] Bus 1: V=1.031 pu, I=345.310 A, Breaker=CLOSE
[2026-05-05 12:58:59] Bus 2: V=1.028 pu, I=228.414 A, Breaker=CLOSE
[2026-05-05 12:58:59] Bus 3: V=1.037 pu, I=778.483 A, Breaker=CLOSE
[2026-05-05 12:58:59] Bus 4: V=0.972 pu, I=797.552 A, Breaker=CLOSE
[2026-05-05 12:58:59] Bus 5: V=0.996 pu, I=386.862 A, Breaker=CLOSE


[2026-05-05 12:59:03] Bus 1: V=1.029 pu, I=316.793 A, Breaker=CLOSE
[2026-05-05 12:59:03] Bus 2: V=0.952 pu, I=314.862 A, Breaker=CLOSE
[2026-05-05 12:59:03] Bus 3: V=0.982 pu, I=826.034 A, Breaker=CLOSE
[2026-05-05 12:59:03] Bus 4: V=1.046 pu, I=349.138 A, Breaker=CLOSE
[2026-05-05 12:59:03] Bus 5: V=1.014 pu, I=451.034 A, Breaker=CLOSE


[2026-05-05 12:59:07] Bus 1: V=1.048 pu, I=535.759 A, Breaker=CLOSE
[2026-05-05 12:59:07] Bus 2: V=1.043 pu, I=230.414 A, Breaker=CLOSE
[2026-05-05 12:59:07] Bus 3: V=1.047 pu, I=275.759 A, Breaker=CLOSE
[2026-05-05 12:59:07] Bus 4: V=1.046 pu, I=339.345 A, Breaker=CLOSE
[2026-05-05 12:59:07] Bus 5: V=0.960 pu, I=503.724 A, Breaker=CLOSE


[2026-05-05 12:59:11] Bus 1: V=1.048 pu, I=535.759 A, Breaker=CLOSE
[2026-05-05 12:59:11] Bus 2: V=1.043 pu, I=230.414 A, Breaker=CLOSE
[2026-05-05 12:59:11] Bus 3: V=1.047 pu, I=275.759 A, Breaker=CLOSE
[2026-05-05 12:59:11] Bus 4: V=1.046 pu, I=339.345 A, Breaker=CLOSE
[2026-05-05 12:59:11] Bus 5: V=0.960 pu, I=503.724 A, Breaker=CLOSE


[2026-05-05 12:59:15] Bus 1: V=1.022 pu, I=383.034 A, Breaker=CLOSE
[2026-05-05 12:59:15] Bus 2: V=1.010 pu, I=536.931 A, Breaker=CLOSE
[2026-05-05 12:59:15] Bus 3: V=0.988 pu, I=599.241 A, Breaker=CLOSE
[2026-05-05 12:59:15] Bus 4: V=0.975 pu, I=710.621 A, Breaker=CLOSE
[2026-05-05 12:59:15] Bus 5: V=0.950 pu, I=903.586 A, Breaker=CLOSE


[2026-05-05 12:59:19] Bus 1: V=1.003 pu, I=698.621 A, Breaker=CLOSE
[2026-05-05 12:59:19] Bus 2: V=1.024 pu, I=648.379 A, Breaker=CLOSE
[2026-05-05 12:59:19] Bus 3: V=0.986 pu, I=208.759 A, Breaker=CLOSE
[2026-05-05 12:59:19] Bus 4: V=1.016 pu, I=397.862 A, Breaker=CLOSE
[2026-05-05 12:59:19] Bus 5: V=0.981 pu, I=814.552 A, Breaker=CLOSE


[2026-05-05 12:59:23] Bus 1: V=1.021 pu, I=373.414 A, Breaker=CLOSE
[2026-05-05 12:59:23] Bus 2: V=0.980 pu, I=473.069 A, Breaker=CLOSE
[2026-05-05 12:59:23] Bus 3: V=0.990 pu, I=381.793 A, Breaker=CLOSE
[2026-05-05 12:59:23] Bus 4: V=0.962 pu, I=491.552 A, Breaker=CLOSE
[2026-05-05 12:59:23] Bus 5: V=1.044 pu, I=640.966 A, Breaker=CLOSE


[2026-05-05 12:59:27] Bus 1: V=1.040 pu, I=597.966 A, Breaker=CLOSE
[2026-05-05 12:59:27] Bus 2: V=0.980 pu, I=582.069 A, Breaker=CLOSE
[2026-05-05 12:59:27] Bus 3: V=0.950 pu, I=390.931 A, Breaker=CLOSE
[2026-05-05 12:59:27] Bus 4: V=0.992 pu, I=599.138 A, Breaker=CLOSE
[2026-05-05 12:59:27] Bus 5: V=1.015 pu, I=499.483 A, Breaker=CLOSE


[2026-05-05 12:59:32] Bus 1: V=0.994 pu, I=317.379 A, Breaker=CLOSE
[2026-05-05 12:59:32] Bus 2: V=0.997 pu, I=842.207 A, Breaker=CLOSE
[2026-05-05 12:59:32] Bus 3: V=1.029 pu, I=273.862 A, Breaker=CLOSE
[2026-05-05 12:59:32] Bus 4: V=0.958 pu, I=569.345 A, Breaker=CLOSE
[2026-05-05 12:59:32] Bus 5: V=1.013 pu, I=402.862 A, Breaker=CLOSE


[2026-05-05 12:59:36] Bus 1: V=0.994 pu, I=317.379 A, Breaker=CLOSE
[2026-05-05 12:59:36] Bus 2: V=0.997 pu, I=842.207 A, Breaker=CLOSE
[2026-05-05 12:59:36] Bus 3: V=1.029 pu, I=273.862 A, Breaker=CLOSE
[2026-05-05 12:59:36] Bus 4: V=0.958 pu, I=569.345 A, Breaker=CLOSE
[2026-05-05 12:59:36] Bus 5: V=1.013 pu, I=402.862 A, Breaker=CLOSE


[2026-05-05 12:59:40] Bus 1: V=1.031 pu, I=703.103 A, Breaker=CLOSE
[2026-05-05 12:59:40] Bus 2: V=1.017 pu, I=318.379 A, Breaker=CLOSE
[2026-05-05 12:59:40] Bus 3: V=0.969 pu, I=176.483 A, Breaker=CLOSE
[2026-05-05 12:59:40] Bus 4: V=0.974 pu, I=528.448 A, Breaker=CLOSE
[2026-05-05 12:59:40] Bus 5: V=1.034 pu, I=201.069 A, Breaker=CLOSE


[2026-05-05 12:59:44] Bus 1: V=0.991 pu, I=638.379 A, Breaker=CLOSE
[2026-05-05 12:59:44] Bus 2: V=0.969 pu, I=705.241 A, Breaker=CLOSE
[2026-05-05 12:59:44] Bus 3: V=0.999 pu, I=338.828 A, Breaker=CLOSE
[2026-05-05 12:59:44] Bus 4: V=1.015 pu, I=154.345 A, Breaker=CLOSE
[2026-05-05 12:59:44] Bus 5: V=1.025 pu, I=721.793 A, Breaker=CLOSE


[2026-05-05 12:59:48] Bus 1: V=0.960 pu, I=496.345 A, Breaker=CLOSE
[2026-05-05 12:59:48] Bus 2: V=0.967 pu, I=912.828 A, Breaker=CLOSE
[2026-05-05 12:59:48] Bus 3: V=1.001 pu, I=190.517 A, Breaker=CLOSE
[2026-05-05 12:59:48] Bus 4: V=0.974 pu, I=820.207 A, Breaker=CLOSE
[2026-05-05 12:59:48] Bus 5: V=0.995 pu, I=767.172 A, Breaker=CLOSE


[2026-05-05 12:59:52] Bus 1: V=1.016 pu, I=891.138 A, Breaker=CLOSE
[2026-05-05 12:59:52] Bus 2: V=1.009 pu, I=868.897 A, Breaker=CLOSE
[2026-05-05 12:59:52] Bus 3: V=1.039 pu, I=596.517 A, Breaker=CLOSE
[2026-05-05 12:59:52] Bus 4: V=1.021 pu, I=526.034 A, Breaker=CLOSE
[2026-05-05 12:59:52] Bus 5: V=1.033 pu, I=552.172 A, Breaker=CLOSE


[2026-05-05 12:59:56] Bus 1: V=1.016 pu, I=891.138 A, Breaker=CLOSE
[2026-05-05 12:59:56] Bus 2: V=1.009 pu, I=868.897 A, Breaker=CLOSE
[2026-05-05 12:59:56] Bus 3: V=1.039 pu, I=596.517 A, Breaker=CLOSE
[2026-05-05 12:59:56] Bus 4: V=1.021 pu, I=526.034 A, Breaker=CLOSE
[2026-05-05 12:59:56] Bus 5: V=1.033 pu, I=552.172 A, Breaker=CLOSE


[2026-05-05 13:00:00] Bus 1: V=1.039 pu, I=692.276 A, Breaker=CLOSE
[2026-05-05 13:00:00] Bus 2: V=0.997 pu, I=351.138 A, Breaker=CLOSE
[2026-05-05 13:00:00] Bus 3: V=0.974 pu, I=655.517 A, Breaker=CLOSE
[2026-05-05 13:00:00] Bus 4: V=1.026 pu, I=535.931 A, Breaker=CLOSE
[2026-05-05 13:00:00] Bus 5: V=1.012 pu, I=357.448 A, Breaker=CLOSE


[2026-05-05 13:00:04] Bus 1: V=0.957 pu, I=386.828 A, Breaker=CLOSE
[2026-05-05 13:00:04] Bus 2: V=0.977 pu, I=405.655 A, Breaker=CLOSE
[2026-05-05 13:00:04] Bus 3: V=1.004 pu, I=257.069 A, Breaker=CLOSE
[2026-05-05 13:00:04] Bus 4: V=0.973 pu, I=700.690 A, Breaker=CLOSE
[2026-05-05 13:00:04] Bus 5: V=1.020 pu, I=197.448 A, Breaker=CLOSE


[2026-05-05 13:00:08] Bus 1: V=0.990 pu, I=571.724 A, Breaker=CLOSE
[2026-05-05 13:00:08] Bus 2: V=0.991 pu, I=312.931 A, Breaker=CLOSE
[2026-05-05 13:00:08] Bus 3: V=0.992 pu, I=849.517 A, Breaker=CLOSE
[2026-05-05 13:00:08] Bus 4: V=1.008 pu, I=677.379 A, Breaker=CLOSE
[2026-05-05 13:00:08] Bus 5: V=1.035 pu, I=711.138 A, Breaker=CLOSE


