timestamp;phase;bus;v_raw;v_final;i_raw;i_final
2026-04-17 04:35:29;post_attack;1;1.020000;0.820000;1.285000;3.561000
2026-04-17 04:35:29;post_attack;2;1.024000;0.840000;1.506000;3.025000
2026-04-17 04:35:29;post_attack;3;0.984000;0.751000;0.158000;3.923000
2026-04-17 04:35:29;post_attack;4;0.969000;0.773000;1.578000;3.241000
2026-04-17 04:35:29;post_attack;5;1.020000;0.834000;1.010000;3.821000
2026-04-17 04:35:33;post_attack;1;1.033000;0.810000;0.650000;3.304000
2026-04-17 04:35:33;post_attack;2;0.991000;0.767000;0.349000;4.063000
2026-04-17 04:35:33;post_attack;3;0.961000;0.751000;0.633000;3.923000
2026-04-17 04:35:33;post_attack;4;1.014000;0.773000;1.207000;3.241000
2026-04-17 04:35:33;post_attack;5;1.012000;0.834000;1.020000;3.821000
2026-04-17 04:35:37;post_attack;1;0.957000;0.810000;0.487000;3.304000
2026-04-17 04:35:37;post_attack;2;1.039000;0.767000;1.532000;4.063000
2026-04-17 04:35:37;post_attack;3;0.955000;0.766000;1.603000;4.163000
2026-04-17 04:35:37;post_attack;4;1.040000;0.759000;0.419000;3.432000
2026-04-17 04:35:37;post_attack;5;1.002000;0.732000;1.856000;3.856000
2026-04-17 04:35:41;post_attack;1;1.031000;0.785000;1.613000;3.716000
2026-04-17 04:35:41;post_attack;2;0.960000;0.784000;0.181000;2.742000
2026-04-17 04:35:41;post_attack;3;0.979000;0.736000;1.140000;3.220000
2026-04-17 04:35:41;post_attack;4;1.042000;0.843000;0.968000;3.999000
2026-04-17 04:35:41;post_attack;5;1.008000;0.761000;1.864000;2.416000
2026-04-17 04:35:45;post_attack;1;1.031000;0.784000;1.613000;3.375000
2026-04-17 04:35:45;post_attack;2;0.960000;0.806000;0.181000;3.411000
2026-04-17 04:35:45;post_attack;3;0.979000;0.787000;1.140000;2.867000
2026-04-17 04:35:45;post_attack;4;1.042000;0.810000;0.968000;3.863000
2026-04-17 04:35:45;post_attack;5;1.008000;0.723000;1.864000;2.658000
2026-04-17 04:35:49;post_attack;1;1.014000;0.757000;0.314000;3.309000
2026-04-17 04:35:49;post_attack;2;0.997000;0.786000;1.599000;4.172000
2026-04-17 04:35:49;post_attack;3;1.027000;0.724000;1.127000;3.358000
2026-04-17 04:35:49;post_attack;4;0.958000;0.857000;1.392000;2.648000
2026-04-17 04:35:49;post_attack;5;0.961000;0.854000;0.221000;3.539000
2026-04-17 04:35:53;post_attack;1;0.953000;0.831000;0.506000;4.015000
2026-04-17 04:35:53;post_attack;2;0.973000;0.732000;1.567000;3.682000
2026-04-17 04:35:53;post_attack;3;0.969000;0.813000;0.474000;2.437000
2026-04-17 04:35:53;post_attack;4;0.950000;0.747000;1.310000;2.682000
2026-04-17 04:35:53;post_attack;5;0.986000;0.797000;1.786000;3.255000
2026-04-17 04:35:57;post_attack;1;1.025000;0.765000;1.469000;2.462000
2026-04-17 04:35:57;post_attack;2;1.032000;0.766000;1.519000;4.148000
2026-04-17 04:35:57;post_attack;3;0.953000;0.756000;1.153000;2.963000
2026-04-17 04:35:57;post_attack;4;0.971000;0.818000;0.217000;2.798000
2026-04-17 04:35:57;post_attack;5;0.958000;0.767000;1.872000;2.895000
2026-04-17 04:36:01;post_attack;1;1.012000;0.808000;0.223000;2.789000
2026-04-17 04:36:01;post_attack;2;1.042000;0.743000;0.373000;3.519000
2026-04-17 04:36:01;post_attack;3;0.979000;0.774000;0.740000;3.470000
2026-04-17 04:36:01;post_attack;4;0.961000;0.769000;0.628000;3.757000
2026-04-17 04:36:01;post_attack;5;1.045000;0.774000;1.646000;3.252000
2026-04-17 04:36:05;post_attack;1;1.004000;0.728000;1.364000;3.108000
2026-04-17 04:36:05;post_attack;2;1.033000;0.855000;1.759000;3.413000
2026-04-17 04:36:05;post_attack;3;0.971000;0.860000;1.747000;2.488000
2026-04-17 04:36:05;post_attack;4;0.979000;0.758000;1.617000;2.774000
2026-04-17 04:36:05;post_attack;5;0.959000;0.803000;1.655000;2.599000
2026-04-17 04:36:09;post_attack;1;1.004000;0.798000;1.364000;3.812000
2026-04-17 04:36:09;post_attack;2;1.033000;0.810000;1.759000;2.594000
2026-04-17 04:36:09;post_attack;3;0.971000;0.798000;1.747000;3.671000
2026-04-17 04:36:09;post_attack;4;0.986000;0.738000;1.344000;3.421000
2026-04-17 04:36:09;post_attack;5;0.987000;0.794000;1.727000;2.691000
2026-04-17 04:36:13;post_attack;1;1.006000;0.845000;0.848000;3.277000
2026-04-17 04:36:13;post_attack;2;1.026000;0.852000;1.079000;3.887000
2026-04-17 04:36:13;post_attack;3;1.022000;0.838000;1.106000;4.096000
2026-04-17 04:36:13;post_attack;4;0.986000;0.778000;1.344000;2.484000
2026-04-17 04:36:13;post_attack;5;0.987000;0.836000;1.727000;3.887000
2026-04-17 04:36:17;post_attack;1;0.952000;0.773000;0.196000;4.010000
2026-04-17 04:36:17;post_attack;2;1.026000;0.778000;1.670000;2.661000
2026-04-17 04:36:17;post_attack;3;0.974000;0.752000;1.328000;3.688000
2026-04-17 04:36:17;post_attack;4;0.985000;0.768000;0.685000;3.456000
2026-04-17 04:36:17;post_attack;5;0.979000;0.849000;1.131000;3.983000
